,product_id,product_name,aisle_id,department_id,suggested_prods,suggested_aisle_ids,suggested_pro_ids,suggested_dept_id
492,493,Pear and Blueberry Baby Breakfast,92,18,"Blueberry Kombucha,Sparkling Blueberry,Crispy Cinnamon Pear Chips,Pear Hard Cider","31,77,50,27","335,456,439,966","7,7,19,5"
493,494,Yellow Cherry Tomato,83,4,"Organic Medium Yellow Thai Curry,Spicy Tomato & Basil Pasta Sauce,Cherry Pie,2% Yellow American Cheese","72,9,8,2","575,640,874,98","13,9,3,16"
494,495,Pure Cane Granulated W/Spout Sugar,17,13,"Pure Coconut Water With Orange,Vanilla Sugar Cookies,Organic Granulated Tapioca,Pure Granulated Cane Sugar","98,61,17,17","7,576,349,397","7,19,13,13"
495,496,Designer 9 Oz. Paper Cups,111,17,"Sun Cups Dark Chocolate,Awesome Strength Paper Towels,Apple Green Cups,16 oz Cold Cups","45,54,111,111","124,679,846,415","19,17,17,17"
496,497,Mascarpone Pistachio Caramel Gelato,37,1,"Black Salt Caramel Dark Chocolate Bar,Chocolate Caramel Whey Protein Bar,Salted Caramel Ice Cream,Caramel Sauce","45,3,37,103","921,370,606,275","19,19,1,19"
497,498,Daily Moisture Shampoo,22,11,"Geranium Daily Bar Soap,Key Lime Moisture Shave,Kind Prenatal Once Daily,Shampoo Baby Shampoo","25,55,47,102","586,957,91,956","11,11,11,18"
498,499,Aspirin 325 Mg,133,11,"Vitamin C 1000 Mg Tropical Drink Mix Dietary Supplement,Ultimate Omega 1000 mg Lemon Soft Gels,Vitamin C Formula 1000 mg Vegetarian Tablets,Vitamin B6 100 mg","47,47,47,47","366,367,715,876","11,11,11,11"
499,500,Non-Scratch Scrub Sponges,114,17,"Lecithin Granules Non-GMO,Purifying Daily Detox Scrub,Non-Fat Blueberry on the Bottom Greek Yogurt,Heavy Duty Scrub Sponges","47,109,120,114","511,133,264,881","11,11,16,17"
500,501,Proactive Health Mature Adult Hairball Care Cat Food,41,8,"Adult Dog Formula Dog Food,Sliced Chicken Entree Cat Food,Complete Health Deboned Chicken, Chicken Meal and Rice Cat Food,Cat Food, Premium, Adult Cat Formula","40,41,41,41","531,442,342,848","8,8,8,8"
501,502,"Frozen Desserts, Fit, Salted Caramel",37,1,"Organic Salted Butter,Caramel Sauce,Salted Caramel Lean Protein & Fiber Bar,Salted Caramel Ice Cream","36,103,3,37","651,275,25,606","16,19,19,1"
502,503,Wild Rice Blend,68,10,"Mache Blend,Organic Wild Blueberries,Organic California Blend,Organic Rice Vinegar","123,116,116,66","389,128,634,95","4,1,1,6"
503,504,Velveeta Shells & Cheese Bold Jalapeno,4,9,"Red Jalapeno Caesar Dressing,Cheese Creations Four Cheese Cheese Sauce,Stuffed Pasta Shells,Vegan Shells & Creamy Sauce Mac & Cheese Macaroni & Cheese Organic","89,9,38,4","423,341,533,671","13,9,1,9"
504,505,100% Natural String Cheese Mozzarella Cheese,21,16,"Cheese Creations Four Cheese Cheese Sauce,Precious Mozzarella Cheese,Light String Cheese,String Cheese, Mozzarella","9,21,21,108","341,307,852,217","9,16,16,16"
505,506,Arrowroot Powder,6,2,"Creamy Chocolate Sugar Free Powder Coffee Creamer,HE Turbo Powder Original  Laundry Detergent,Pure Moringa Vegetable Powder,Sweet Cream Buttermilk Powder","53,75,47,17","791,727,563,395","16,17,11,13"
506,507,Tikka Masala Curry Sauce,72,13,"Tzatziki Cucumber Sauce,Caramel Sauce,Chapatti Chicken Tikki Masala Wrap,Organic Medium Yellow Thai Curry","67,103,38,72","198,275,989,575","20,19,1,13"
507,508,Freeze-Dried Edamame Veggie Snack,50,19,"Snack Size Candy,Organic Dried Cranberries,Snack Bags,Blueberry & Banana Tiny Fruits Freeze Dried Snacks","45,117,87,92","630,775,274,849","19,19,17,18"
508,509,Starting Solids Carrots Organic Baby Food,92,18,"Honey Glazed Carrots,Juicing Carrots,Organic Four Bean Feast Baby Food,Organic Whole Peeled Baby Carrots","116,83,92,123","373,312,744,343","1,4,18,4"
509,510,Protein Blend Honey Oats & Seeds Cereal,121,14,"Peanut Butter Cereal,Mallow Oats Cereals,Healthy Grains Oats & Honey Clusters with Toasted Coconut Gluten Free,Almond Honey Protein+ Bar","121,121,57,3","34,978,812,445","14,14,14,19"
510,511,Lecithin Granules Non-GMO,47,11,"Disinfectant Spray Cherry Blossom & Pomegranate Scent,Unsweetened Original Organic Soy Non-Dairy Beverage,Non-Scratch Scrub Sponges,Non-Fat Blueberry on the Bottom Greek Yogurt","101,91,114,120","328,862,500,264","17,16,17,16"
511,512,Multigrain Pop Cakes,107,19,"Cinnamon Pop'ettes,Multigrain Spaghetti Style Pasta,Multigrain Peanut Butter Cereal,Thin Cakes, Puffed Multigrain","61,131,121,78","733,375,637,675","19,9,14,19"
512,513,Honey Maid Graham Cracker Crumbs,17,13,"Cracker Trio Selected Favorites,Honey Mustard,Sprouted Kale Cracker,Low Fat Honey Graham Crackers","78,72,78,61","760,254,103,627","19,13,19,19"
513,514,Freezer Safe Pint Jars Wide Mouth,85,17,"Eco-Pac Kamut Puffs Cereal,Cheese Creations Four Cheese Cheese Sauce,Disinfectant Spray Cherry Blossom & Pomegranate Scent,Apricots","121,9,101,18","3,403,413,281,000","14,9,17,10"
514,515,Organic Lowfat Pomegranate Acai Kefir Probiotic Cultured Milk Smoothie,120,16,"Pomegranate Coconut Sparkling Probiotic Drink, Organic,Organic Blueberry Pomegranate Whole Milk Yogurt,Blueberry Pomegranate Acaí Cultured Goat Milk Kefir,Lowfat Raspberry Kefir Probiotic Cultured Milk Smoothie","31,120,120,120","858,584,446,486","7,16,16,16"
515,516,American Cheese Slices,21,16,"Cheese Creations Four Cheese Cheese Sauce,Colby Jack Cheese Slices,2% Yellow American Cheese,Sliced American Cheese","9,21,2,21","341,899,98,769","9,16,16,16"
516,517,French Rolls,43,3,"Cheese Creations Four Cheese Cheese Sauce,International Cafe French Vanilla Mix,French  Tarragon Wine Vinegar,French Vanilla Ice Cream","9,26,19,37","341,420,80,276","9,7,13,1"
517,518,Turkey Meatloaf & Mashed Potatoes,38,1,"Gold Potatoes,Turkey,in Gravy with Carrots Peas & Corn Mashed Potatoes & Meatloaf Nuggets,Instant Mashed Potatoes","83,96,92,4","306,287,524,278","4,20,18,9"
518,519,Antioxidant Infusions Brasilia Blueberry,31,7,"Blueberry Blast Bar,Blueberry Kombucha,Sparkling Blueberry,Antioxidant Cranberry Body Wash","3,31,77,25","701,335,456,441","19,7,7,11"
519,520,Sweet & Smokey Kansas City Bbq Sauce,72,13,"Red Sweet Mini Pepper,Caramel Sauce,BBQ Concentrate & Marinade Sauce,Original Organic Ville BBQ Sauce","100,103,5,5","991,275,553,999","21,19,13,13"
520,521,Daily Shower Cleaner Ylang Ylang,114,17,"Geranium Daily Bar Soap,Kind Prenatal Once Daily,Fresh Scent Dishwasher Cleaner,Daily Moisture Shampoo","25,47,74,22","586,91,14,498","11,11,17,11"
521,522,Coffee Liqueur,124,5,"Blue Bottle Coffee Frozen Bar,Majestic Roast Ground Coffee,Vanilla with Almond Milk Iced Coffee,100% Columbian Coffee","37,26,26,26","232,916,69,762","1,7,7,7"
522,523,Biotin & Collagen Shampoo,22,11,"Daily Moisture Shampoo,Restorative Biotin Conditioner,Biotin 1000 mcg,Shampoo Baby Shampoo","22,22,47,102","498,730,42,956","11,11,11,18"
523,524,in Gravy with Carrots Peas & Corn Mashed Potatoes & Meatloaf Nuggets,92,18,"Juicing Carrots,Petite Green Peas,Instant Mashed Potatoes,Turkey Meatloaf & Mashed Potatoes","83,116,4,38","312,969,278,518","4,1,9,1"
524,525,Good & Clean Gentle Acne Wash,109,11,"Lavender Body Wash,Vanishing Acne Treatment Cream,Gentle Clean Foaming Face Cleanser, 6.7 fl oz Female Skin Care,Acne Dote Clean 'n Treat Towellettes","25,73,73,109","474,174,482,680","11,11,11,11"
525,526,Alcohol Free Maple Flavor,104,13,"Lemonade Flavor Drink Mix,Organic Yummy Tummy Maple & Brown Sugar Instant Oatmeal,Echinacea Goldenseal Alcohol Free Extract,Gluten Free Organic Cereal Coconut Maple Vanilla","90,92,47,130","763,106,321,211","7,18,11,14"
526,527,Invigorating Face Wash Men,73,11,"Moisturizing Lavender Body Wash,Antioxidant Cranberry Body Wash,Lavender Body Wash,For Men Odor Armor Body Wash","25,25,25,127","878,441,474,296","11,11,11,11"
527,528,Tasty Treasures Cat Food Variety Pack,41,8,"Sliced Chicken Entree Cat Food,Crunchy Granola Bars Variety Pack,Cat Food, Premium, Adult Cat Formula,Gluten Free Oatmeal, Variety Pack","41,48,41,130","442,853,848,216","8,14,8,14"
528,529,Essentials Foaming Facial Cleanser,73,11,"Complete Spring Water Foaming Antibacterial Hand Wash,Foaming Hand Soap Kid Watermelon,Cream Cleanser for Normal to Dry Skin,Gentle Clean Foaming Face Cleanser, 6.7 fl oz Female Skin Care","127,114,109,73","27,224,825,482","11,17,11,11"
529,530,7UP,77,7,"Eco-Pac Kamut Puffs Cereal,Cheese Creations Four Cheese Cheese Sauce,Organic Whole Peeled Baby Carrots,Apricots","121,9,123,18","3,403,413,431,000","14,9,4,10"
530,531,Adult Dog Formula Dog Food,40,8,"Chicken Meatballs Dog Treats,Chunky Beef with Vegetables & Brown Rice Dog Food,Real Chicken & Veggies Recipe Dog Food,Cat Food, Premium, Adult Cat Formula","40,40,40,41","236,377,386,848","8,8,8,8"
531,532,Unsalted Pretzel Round,107,19,"Original Minis Pretzel Chips,Supreme Pretzel Crackers,Cashews Natural Unsalted,Unsalted Beef Broth","107,107,37,69","678,615,396,963","19,19,1,15"
532,533,Stuffed Pasta Shells,38,1,"Velveeta Shells & Cheese Bold Jalapeno,Linguine Pasta,Linguine No 7 Pasta,Stuffed Crust Five Cheese Pizza","4,131,131,79","504,424,972,269","9,9,9,1"
533,534,"Tomato Paste with Basil, Oregano & Garlic Flavor",81,15,"Yellow Cherry Tomato,Spinach Basil Garlic Linguini,High Fiber Tomato Basil Soup,Spicy Tomato & Basil Pasta Sauce","83,12,69,9","494,76,104,640","4,9,15,9"
534,535,Rescue Remedy,6,2,"Eco-Pac Kamut Puffs Cereal,Apricots,Cold Remedy, Quick Dissolve Tablets, Cherry Flavor,Rescue Remedy, Spray","121,18,11,11","3,401,000,255,203","14,10,11,11"
535,536,Belgian Waffles,52,1,"Eco-Pac Kamut Puffs Cereal,Organic Whole Grassmilk Milk,Organic Mini Homestyle Waffles,Waffles, Red Berry","121,84,52,121","340,329,162,252","14,16,1,14"
536,537,Kosher Dill Babies,110,13,"Sparkling Raspberry Lemonade Water Beverage,Apricots,Petite Dill Pickles,Sliced Kosher Salami","115,18,110,96","3,341,000,262,374","7,10,13,20"
537,538,Take Alongs Twist & Seal Liquid Storage,85,17,"Ultra Antibacterial Dish Liquid,Glass Storage Container with Green Silicone Protection,Twist n Loc Small Round Containers + Lids,Ibuprofen Liquid Gels","100,85,85,133","38,265,354,455","21,17,17,11"
538,539,Tri Color Tortilla Strips,89,13,"Natural Food Color Packets,Lasting Color Shampoo,Buffalo Style Chicken Strips,Red Food Color","17,22,129,97","323,55,937,263","13,11,1,13"
539,540,Beef Strips Portabella Complete Meals,38,1,"Unsalted Beef Broth,Beef Hot Links Beef Smoked Sausage With Chile Peppers,Tri Color Tortilla Strips,Buffalo Style Chicken Strips","69,106,89,129","963,40,539,937","15,12,13,1"
540,541,with Dawn Action Pacs Fresh Scent Dishwasher Detergent Pacs,74,17,"2 In 1 Laundry Detergent,Stain Release Boost In-Wash Stain Remover Pacs,Fresh Scent Dishwasher Cleaner,Fresh Scent Dishwasher Detergent with Dawn","75,75,74,74","924,134,14,186","17,17,17,17"
541,542,Medium to Firm Hold Hair Styling Foam,22,11,"Organic Medium Yellow Thai Curry,Cat Treats Hair Ball Control Chicken,Rose & Apricot Hair Milk,Sa Extra Hold Mousse Hair Styling","72,41,22,22","575,779,871,51","13,8,11,11"
542,543,Rice & Bean Snack Chips With Adzuki Beans Chipotle Cheese,107,19,"Snack Bags,Simply Beyond Black Bean Tortilla Chips,Chips Onion Chipotle Garlic,Nacho Cheese White Bean Chips","87,107,107,107","274,180,140,32","17,19,19,19"
543,544,Classic Original Hummus,67,20,"Candy, Original,Classic coke,Original Turkey,Hummus Wrap","45,77,96,13","303,649,176,453","19,7,20,20"
544,545,Creamy Danish Blue Cheese Wedge,21,16,"Creamy Italian Dressing Marinade,Cheese Creations Four Cheese Cheese Sauce,Vegan Shells & Creamy Sauce Mac & Cheese Macaroni & Cheese Organic,Danish Butter Cookies","89,9,4,61","315,341,671,102","13,9,9,19"
545,546,Tomatillo Salsa,51,13,"Mild El Nino Salsa,Mild Salsa Divino,Salsa Roja,Hot Tomatillo Salsa","67,51,51,51","188,107,589,112","20,13,13,13"
546,547,1000 Roses Floral Toner for Sensitive Skin,109,11,"Hydro Silk Women's Sensitive Skin Refill Blades,Satin Care Sensitive Skin Shave Gel,Free & Clear Natural Laundry Detergent For Sensitive Skin,Red Roses","55,55,75,87","754,632,204,573","11,11,17,17"
547,548,Hi-Chew Strawberry Fruit,66,6,"Yogurt Strawberry Pomegranate,Goober Strawberry,Strawberry Pomegranate,Garden Strawberry Fruit Spread","120,88,3,88","132,607,983,652","16,13,19,13"
548,549,Cranberry Almond Fruit Clusters Dried Cranberries,125,19,"100% Cranberry Juice Blend,Vanilla Almond Breeze Almond Milk,Dried Sweetened Cranberries,Organic Dried Cranberries","98,91,117,117","806,432,248,775","7,16,19,19"
549,550,"Granola, Veritas, Organic",57,14,"Organic Roasted Garlic Vinaigrette Dressing Organic,Gluten Free Peanut Butter Berry  Chewy With A Crunch Granola Bars,Cranberrry  Almond Soft & Chewy Granola Bar,Crunchy Granola Bars Variety Pack","89,3,3,48","962,594,988,853","13,19,19,14"
550,551,"Riesling, Mosel, 2014",62,5,"Creamline Yogurt Wild Blueberry,Eco-Pac Kamut Puffs Cereal,Green Peas, Organic, Petite,Apricots","120,121,116,18","3,393,403,271,000","16,14,1,10"
551,552,Organic Mango Peach Carrot Kickstart Smoothie,116,1,"Peach Aloe Vera Drink,Organic Blueberry Blitz Fruit & Veggie Smoothie Mashups,6\"" Organic Carrot Cake,Peach Mango Juice","98,92,8,31","677,94,218,11","7,18,3,7"
552,553,BBQ Concentrate & Marinade Sauce,5,13,"Creamy Italian Dressing Marinade,Sweet & Smokey Kansas City Bbq Sauce,Original Organic Ville BBQ Sauce,For Chicken Marinade","89,72,5,5","315,520,999,807","13,13,13,13"
553,554,Turkey Chili,1,20,"New Mexico Chili,Original Turkey,White Chicken Chili,Turkey","30,96,59,96","369,176,448,287","6,20,15,20"
554,555,Even The Kitchen Sink Kitchen & Bath Scrubber,114,17,"Black Currant Kombucha,Aromatherapaes Stress Reducing Lavender & Chamomile Spa Bath,Ultra Soft & Strong Double Roll Bath Tissue,EcoNet Recycled Bath Sponge","31,132,54,109","336,151,915,229","7,11,17,11"
555,556,Bake & Break Cheese Garlic Loaf,100,21,"Wild Mushroom Vegetarian Quarter Loaf,Brioche Bachelor Loaf,Garlic & Herb Fresh Goat Cheese,Cheese Creations Four Cheese Cheese Sauce","14,93,21,9","731,131,421,341","20,3,16,9"
556,557,Red Seedless Grapes Imported,24,4,"Waffles, Red Berry,Imported Italian Solid Light Tuna In Pure Olive Oil,Red Food Color,Red Roses","121,95,97,87","252,259,263,573","14,15,13,17"
557,558,Organic Raw Almond Butter,88,13,"Organic Salted Butter,Organic Raw Coconut Aminos,Vanilla Almond Butter Squeeze,Nutrition Bar, Raw Organic, Pineapple Almond + Raw Protein","36,72,88,3","651,742,820,657","16,13,13,19"
558,559,Cookie Chips Crunchy Dark Chocolate Chocolate Chip Cookies,61,19,"Dark Chocolate Raisins,Chocolate Sandwich Cookies,Banana Chocolate Chip,Gluten Free All Natural Chocolate Chip Cookies","50,61,52,61","435,1,602,172","19,19,1,19"
559,560,Tea Temples Green Tea With Mint,94,7,"Organic Chamomile Lemon Tea,Chai Tea Bags,Liquid Water Enhancer Peach Green Tea With Ginseng & Honey,Acai Dragonfruit Melon Green Tea","94,94,90,94","97,281,464,460","7,7,7,7"
560,561,Smoke Roasted Wild Sockeye Asian Sesame Salmon,15,12,"Organic Wild Blueberries,Smoked Atlantic Nova Salmon,Wild Rice Blend,Crackers, Puffed, Corn, Quinoa & Sesame","116,15,68,78","128,941,503,310","1,12,10,19"
561,562,Traditional Tartar Sauce,100,21,"Traditional Chicken Tuscany Soup,Traditional Red Miso,Traditional Lasagna with Meat Sauce Savory Italian Recipes,Traditional Water Crackers","69,66,38,78","718,854,36,145","15,6,1,19"
562,563,Pure Moringa Vegetable Powder,47,11,"HE Turbo Powder Original  Laundry Detergent,Pure Coconut Water With Orange,Sweet Cream Buttermilk Powder,Arrowroot Powder","75,98,17,6","727,7,395,506","17,7,13,2"
563,564,Embrace Sensitive Women's 5 Blade Disposable Razors,55,11,"Free & Clear Natural Laundry Detergent For Sensitive Skin,Probiotics Women 50 & Wiser Vegetarian Capsules,Sensitive Shave Gel with Aloe,Hydro Silk Women's Sensitive Skin Refill Blades","75,70,55,55","204,629,949,754","17,11,11,11"
564,565,Light and Fluffy  Blueberry Pancake Mix,130,14,"Complete Funfetti Buttermilk Pancake & Waffle Mix,Shake n Pour Buttermilk Pancake Mix,Light Strawberry Blueberry Yogurt,Pancake Mix, Buttermilk","130,130,120,130","745,994,9,68","14,14,16,14"
565,566,Organic Thin Sliced 100% Whole Wheat Bread,112,3,"100% Whole Wheat Flour Burrito Tortillas,Organic Whole Wheat Elbows,Organic 100% Whole Wheat Rigatoni,100% Whole Wheat Pita Bread","128,131,131,128","737,283,774,83","3,9,9,3"
566,567,Malbec Red Wine,28,5,"Cheese Spread Port Wine,Red Roses,Organic Red Wine & Olive Oil Dressing Organic,Most Wanted Cabernet Sauvignon Red Wine","2,87,89,28","702,573,65,479","16,17,13,5"
567,568,Artisan Style Melts Quattro Formaggi Pizza,79,1,"Artisan Chick'n & Apple Sausage,Ristorante Pizza Spinaci Thin Crust Pizza,Artisan Ciabatta,Pizza for One Suprema  Frozen Pizza","14,79,58,79","74,356,155,18","20,1,1,1"
568,569,Golden Cupcakes 8 Pack,61,19,"Gluten Free Oatmeal, Variety Pack,Fresh Cut Specialties Cut Golden Wax Beans,Fresh Cut Golden Sweet No Salt Added Whole Kernel Corn,Robust Golden Unsweetened Oolong Tea","130,81,81,94","216,799,29,3","14,15,15,7"
569,570,White Chicken Chili with Beans Pouch,59,15,"New Mexico Chili,Garbanzo Beans,Turkey Chili,White Chicken Chili","30,59,1,59","369,790,554,448","6,15,20,15"
570,571,Thin & Crispy Crust Pepperoni Pizza,79,1,"Ristorante Pizza Spinaci Thin Crust Pizza,Pepperoni Party Pizza,Thin Crust Pepperoni & Pesto Pizza,Crispy Thin Crust White Pizza","79,79,79,79","356,743,992,926","1,1,1,1"
571,572,Brown Bobby Pins,22,11,"Chicken & Brown Rice Formula Cat Food,Thin Stackers Brown Rice  Salt Free,Deli Spicy Brown Mustard,Vegetarian Brown  Gravy Mix","41,107,72,5","597,273,977,711","8,19,13,13"
572,573,Red Roses,87,17,"Original Red Twists,Waffles, Red Berry,Red Food Color,1000 Roses Floral Toner for Sensitive Skin","45,121,97,109","242,252,263,547","19,14,13,11"
573,574,Crunch Vanilla Sugar Mini Cookies,61,19,"Whole Wheat Mini Toasts,Danish Butter Cookies,Chocolate Sandwich Cookies,Vanilla Sugar Cookies","78,61,61,61","681,102,1,576","19,19,19,19"
574,575,Organic Medium Yellow Thai Curry,72,13,"Pad Thai Rice Noodles,Tikka Masala Curry Sauce,Yellow Cherry Tomato,2% Yellow American Cheese","66,72,83,2","794,507,494,98","6,13,4,16"
575,576,Vanilla Sugar Cookies,61,19,"Very Vanilla Soymilk,Danish Butter Cookies,Chocolate Sandwich Cookies,Crunch Vanilla Sugar Mini Cookies","91,61,61,61","137,102,1,574","16,19,19,19"
576,577,Liqui-Gels Softgels Dye-Free Allergy,11,11,"Salt Free Seasoning,Ultimate Omega 1000 mg Lemon Soft Gels,Vitamin D3 Cholecalciferol Softgels,Ibuprofen Liquid Gels","104,47,47,133","463,367,951,455","13,11,11,11"
577,578,"10\"" Bamboo Skewers",10,17,"Creamline Yogurt Wild Blueberry,Eco-Pac Kamut Puffs Cereal,Apricots,Biotin 10,000mcg Maximum Strength","120,121,18,47","3,393,401,000,301","16,14,10,11"
578,579,Stain Odor Eliminator Detergent,75,17,"For Men Odor Armor Body Wash,2 In 1 Laundry Detergent,Pods Spring Meadow Detergent + Stain Remover + Brightener,Stain Release Boost In-Wash Stain Remover Pacs","127,75,75,75","296,924,724,134","11,17,17,17"
579,580,Washington State Merlot,28,5,"Eco-Pac Kamut Puffs Cereal,Organic Whole Grassmilk Milk,Apricots,California Merlot","121,84,18,28","3,403,291,000,837","14,16,10,5"
580,581,Garnet Sweet Potato (Yam),83,4,"Organic Yukon Gold Potato Bag,Chile Con Queso Potato Crisps,Fingerling Potato,Banana & Sweet Potato Organic Teething Wafers","83,107,83,92","391,851,882,63","4,19,4,18"
581,582,Lite Whipped Topping,119,1,"Apricots,Dark Chocolate Ice Cream Topping,Lite Beer,Lite Poppy Seed Dressing Lite","18,103,27,89","1,000,135,470,286","10,19,5,13"
582,583,Vanilla Incense of Auroville,101,17,"Vanilla Cream Soda,Vanilla Sugar Cookies,Coconut Drink, Vanilla,Very Vanilla Soymilk","77,61,91,91","230,576,670,137","7,19,16,16"
583,584,Organic Blueberry Pomegranate Whole Milk Yogurt,120,16,"XXX Acai Blueberry Pomegranate,Light Strawberry Blueberry Yogurt,Blueberry Pomegranate Acaí Cultured Goat Milk Kefir,Yogurt Strawberry Pomegranate","64,120,120,120","788,9,446,132","7,16,16,16"
584,585,Pretzel Thins Parmesan Herb Crackers,78,19,"Unsalted Pretzel Round,Shaved Parmesan Cheese,Honey Cinnamon Nut-Thins  Crackers,Supreme Pretzel Crackers","107,21,125,107","532,226,996,615","19,16,19,19"
585,586,Geranium Daily Bar Soap,25,11,"Daily Moisture Shampoo,Fabric Softener, Geranium Scent,Basil Daly Bar Soap,Lemon Verbena Bar Soap","22,75,25,25","498,111,333,835","11,17,11,11"
586,587,Air Effects Gain Island Fresh,101,17,"Fresh Scent Dishwasher Cleaner,Fresh Oj,Island Fruits Fruit Snacks,Fabric Refresher Meadows & Rain Air Freshener (1 Count, 27 oz)  Air Care","74,98,50,75","14,628,256,153","17,7,19,17"
587,588,Special K Original Cereal,121,14,"Peanut Butter Cereal,Candy, Original,Original Turkey,Special Recipe Italian Bread","121,45,96,112","34,303,176,444","14,19,20,3"
588,589,Salsa Roja,51,13,"Mild El Nino Salsa,Mild Salsa Divino,Hot Tomatillo Salsa,Tomatillo Salsa","67,51,51,51","188,107,112,546","20,13,13,13"
589,590,Almonds Roasted and Salted,117,19,"Frozen Desserts, Fit, Salted Caramel,Salted Caramel Lean Protein & Fiber Bar,Salted Caramel Ice Cream,Organic Salted Butter","37,3,37,36","502,25,606,651","1,19,1,16"
590,591,Oreo Cookies and Cream Chocolate Frozen Dairy Dessert,37,1,"Creamy Vanilla Soy Milk Frozen Dessert,Chocolate Sandwich Cookies,Peppermint/Banana Split Variety Pack Frozen Dairy Dessert Cones,Ice Cream, Cookies & Cream","37,61,37,37","975,1,313,431","1,19,1,1"
591,592,SpongeBob Shapes Macaroni & Cheese Dinner,4,9,"Elbow Macaroni,Vegan Shells & Creamy Sauce Mac & Cheese Macaroni & Cheese Organic,Deluxe White Cheddar & Bacon Macaroni & Cheese Dinner,Deluxe Sauce Made with 2% Milk Cheese Macaroni & Cheese Dinner","131,4,4,4","648,671,772,326","9,9,9,9"
592,593,"Linguine, No. 6",131,9,"Sparkling Raspberry Lemonade Water Beverage,Whole Grain Linguine Pasta,Linguine Pasta,Linguine No 7 Pasta","115,131,131,131","334,418,424,972","7,9,9,9"
593,594,Gluten Free Peanut Butter Berry  Chewy With A Crunch Granola Bars,3,19,"Cranberrry  Almond Soft & Chewy Granola Bar,Crunchy Granola Bars Variety Pack,Peanut Butter Cereal,Peanut Butter Bars","3,48,121,3","988,853,34,985","19,14,14,19"
594,595,Injera Flat Bread,128,3,"Asiago Cheese Bread,Oatnut Bread,Sunflower Bread,Flat Toothpicks","21,112,112,111","856,889,346,57","16,3,3,17"
595,596,Dailyfoods Vitamin D-3 2000 IU,47,11,"Vitamin D3 Cholecalciferol Softgels,Fish Oil with Vitamin D 1000mg,Vitamin B6 100 mg,Vitamin E Oil 45,000 IU","47,47,47,109","951,905,876,893","11,11,11,11"
596,597,Chicken & Brown Rice Formula Cat Food,41,8,"Sliced Chicken Entree Cat Food,Salmon and Tuna Formula Dry Cat Food,Complete Health Deboned Chicken, Chicken Meal and Rice Cat Food,Cat Food, Premium, Adult Cat Formula","41,41,41,41","442,970,342,848","8,8,8,8"
597,598,Cabernet Sauvignon California,28,5,"California Merlot,Organic California Blend,Cabernet Sauvignon, Central Coast, 2011,Most Wanted Cabernet Sauvignon Red Wine","28,116,28,28","837,634,927,479","5,1,5,5"
598,599,Floor Care Tile & Vinyl Floor Finish Clean Scent,114,17,"Fresh Scent Dishwasher Cleaner,Clean Day Countertop Spray,Automatic Toilet Bowl Cleaner Bleach & Blue Rain Clean Scent Pack,Gentle Clean Foaming Face Cleanser, 6.7 fl oz Female Skin Care","74,114,114,73","14,751,865,482","17,17,17,11"
599,600,Thick & Zesty Spaghetti Sauce Mix,104,13,"Mix-Up Flamin' Hot & Cheezy Mix Flavored Snack Mix,Multigrain Spaghetti Style Pasta,Graduates Lil' Meals Spaghetti Rings In Meat Sauce,Organic Spaghetti Style Pasta","107,131,92,131","422,375,873,33","19,9,18,9"
600,601,Organic Crunchy Slaw Americana Salad,123,4,"Greener Selection Salad,Just Fruit Salad,Italian Pasta Salad,Arugula Salad","123,50,1,123","364,870,209,142","4,19,20,4"
601,602,Banana Chocolate Chip,52,1,"Gluten Free All Natural Chocolate Chip Cookies,Coconut Chocolate Chip Energy Bar,Cookie Chips Crunchy Dark Chocolate Chocolate Chip Cookies,Peanut Butter Chocolate Chip Bar","61,3,61,3","172,77,559,883","19,19,19,19"
602,603,NasaFlo Neti Pot Sinus Relief with Premixed,11,11,"Sparkling Raspberry Lemonade Water Beverage,Sleepytime Sinus Soother Herbal Tea,Totality Multi-Symptom Relief,Vegetable Pot Pie","115,94,44,38","334,452,819,258","7,7,11,1"
603,604,Cookie Sheets,10,17,"Chocolate Mint Cookie Crunch Nutrition Bar,Cookie Dough Performance Energy,Chocolate Decorating Cookie Icing,Gluten Free Sugar Cookie Mix","3,3,97,105","205,183,811,847","19,19,13,13"
604,605,Natural Liquid Laundry Detergent - Blue Eucalyptus and Lavender,75,17,"Ultra Power Plus Laundry Detergent 54 loads,HE Turbo Powder Original  Laundry Detergent,Free & Clear Natural Laundry Detergent For Sensitive Skin,2 In 1 Laundry Detergent","75,75,75,75","443,727,204,924","17,17,17,17"
605,606,Salted Caramel Ice Cream,37,1,"French Vanilla Ice Cream,Frozen Desserts, Fit, Salted Caramel,Salted Caramel Lean Protein & Fiber Bar,Ice Cream, Cookies & Cream","37,37,3,37","276,502,25,431","1,1,19,1"
606,607,Goober Strawberry,88,13,"Light Strawberry Blueberry Yogurt,Zero Strawberry Lemon,Yogurt Strawberry Pomegranate,Strawberry Pomegranate","120,115,120,3","9,659,132,983","16,7,16,19"
607,608,Sparkling Lemon Seltzer Water,115,7,"Sparkling Blueberry,Sparkling Raspberry Lemonade Water Beverage,Kiwi Strawberry Sparkling Water,Sparkling Raspberry Seltzer","77,115,115,115","456,334,223,44","7,7,7,7"
608,609,Clarified Lime Juice,17,13,"Calcium Lime & Rust Remover,Key Lime Moisture Shave,Key Lime Soda,Lime Sherbet","114,55,77,37","816,957,257,344","17,11,7,1"
